bill,body,committee,proceeding,sched_date,sched_time,venue,tier,bills_in_slot,match,video_id,video_title,stream_start,predicted_offset,watch_url,candidates,observed_start,observed_end,notes
SB11,S,Energy and Natural Resources,hearing,2023-01-10,09:00,SH 103,A-unique-slot,1,single video,frRNLJNguJM,Senate Energy and Natural Resources (01/10/23),08:58:12,0:01:48,https://www.youtube.com/watch?v=frRNLJNguJM&t=0s,,,,
SB22,S,Commerce,hearing,2023-01-10,09:00,SH 100,A-unique-slot,1,single video,IRFshA0KXGk,Senate Commerce (01/10/23),08:59:46,0:00:14,https://www.youtube.com/watch?v=IRFshA0KXGk&t=0s,,,,
SB24,S,Education,hearing,2023-01-10,09:00,LOB 101,A-unique-slot,1,single video,IQxxsYu9rPw,Senate Education (01/10/23),08:58:07,0:01:53,https://www.youtube.com/watch?v=IQxxsYu9rPw&t=0s,,,,
SB13,S,Energy and Natural Resources,hearing,2023-01-10,09:15,SH 103,A-unique-slot,1,single video,frRNLJNguJM,Senate Energy and Natural Resources (01/10/23),08:58:12,0:16:48,https://www.youtube.com/watch?v=frRNLJNguJM&t=708s,,,,
SB31,S,Commerce,hearing,2023-01-10,09:15,SH 100,A-unique-slot,1,single video,IRFshA0KXGk,Senate Commerce (01/10/23),08:59:46,0:15:14,https://www.youtube.com/watch?v=IRFshA0KXGk&t=614s,,,,
SB39,S,Education,hearing,2023-01-10,09:15,LOB 101,A-unique-slot,1,single video,IQxxsYu9rPw,Senate Education (01/10/23),08:58:07,0:16:53,https://www.youtube.com/watch?v=IQxxsYu9rPw&t=713s,,,,
SB14,S,Energy and Natural Resources,hearing,2023-01-10,09:30,SH 103,A-unique-slot,1,single video,frRNLJNguJM,Senate Energy and Natural Resources (01/10/23),08:58:12,0:31:48,https://www.youtube.com/watch?v=frRNLJNguJM&t=1608s,,,,
SB23,S,Commerce,hearing,2023-01-10,09:30,SH 100,A-unique-slot,1,single video,IRFshA0KXGk,Senate Commerce (01/10/23),08:59:46,0:30:14,https://www.youtube.com/watch?v=IRFshA0KXGk&t=1514s,,,,
SB25,S,Education,hearing,2023-01-10,09:30,LOB 101,A-unique-slot,1,single video,IQxxsYu9rPw,Senate Education (01/10/23),08:58:07,0:31:53,https://www.youtube.com/watch?v=IQxxsYu9rPw&t=1613s,,,,
SB15,S,Energy and Natural Resources,hearing,2023-01-10,09:45,SH 103,A-unique-slot,1,single video,frRNLJNguJM,Senate Energy and Natural Resources (01/10/23),08:58:12,0:46:48,https://www.youtube.com/watch?v=frRNLJNguJM&t=2508s,,,,
SB37,S,Commerce,hearing,2023-01-10,09:45,SH 100,A-unique-slot,1,single video,IRFshA0KXGk,Senate Commerce (01/10/23),08:59:46,0:45:14,https://www.youtube.com/watch?v=IRFshA0KXGk&t=2414s,,,,
SB21,S,Commerce,hearing,2023-01-10,10:00,SH 100,A-unique-slot,1,single video,IRFshA0KXGk,Senate Commerce (01/10/23),08:59:46,1:00:14,https://www.youtube.com/watch?v=IRFshA0KXGk&t=3314s,,,,
HB101,H,Election Law,public hearing,2023-01-10,13:00,LOB 306-308,A-unique-slot,1,single video,NZqO3sqwD0Q,House Election Law (01/10/23),09:58:46,3:01:14,https://www.youtube.com/watch?v=NZqO3sqwD0Q&t=10574s,,,,
HB124,H,Children and Family Law,public hearing,2023-01-10,13:00,LOB 206-208,A-unique-slot,1,single video,ws_4cUe5uz0,House Children and Family Law (01/10/23),10:14:22,2:45:38,https://www.youtube.com/watch?v=ws_4cUe5uz0&t=9638s,,,,
SB29,S,Judiciary,hearing,2023-01-10,13:00,SH 100,A-unique-slot,1,single video,k6fdkYo6BWk,Senate Judiciary (01/10/23),12:57:22,0:02:38,https://www.youtube.com/watch?v=k6fdkYo6BWk&t=0s,,,,
SB27,S,Judiciary,hearing,2023-01-10,13:10,SH 100,A-unique-slot,1,single video,k6fdkYo6BWk,Senate Judiciary (01/10/23),12:57:22,0:12:38,https://www.youtube.com/watch?v=k6fdkYo6BWk&t=458s,,,,
HB85,H,Children and Family Law,public hearing,2023-01-10,13:30,LOB 206-208,A-unique-slot,1,single video,ws_4cUe5uz0,House Children and Family Law (01/10/23),10:14:22,3:15:38,https://www.youtube.com/watch?v=ws_4cUe5uz0&t=11438s,,,,
SB38,S,Judiciary,hearing,2023-01-10,13:30,SH 100,A-unique-slot,1,single video,k6fdkYo6BWk,Senate Judiciary (01/10/23),12:57:22,0:32:38,https://www.youtube.com/watch?v=k6fdkYo6BWk&t=1658s,,,,
HB200,H,Children and Family Law,public hearing,2023-01-10,13:45,LOB 206-208,A-unique-slot,1,single video,ws_4cUe5uz0,House Children and Family Law (01/10/23),10:14:22,3:30:38,https://www.youtube.com/watch?v=ws_4cUe5uz0&t=12338s,,,,
SB26,S,Judiciary,hearing,2023-01-10,13:45,SH 100,A-unique-slot,1,single video,k6fdkYo6BWk,Senate Judiciary (01/10/23),12:57:22,0:47:38,https://www.youtube.com/watch?v=k6fdkYo6BWk&t=2558s,,,,
HB116,H,Election Law,public hearing,2023-01-10,14:00,LOB 306-308,A-unique-slot,1,single video,NZqO3sqwD0Q,House Election Law (01/10/23),09:58:46,4:01:14,https://www.youtube.com/watch?v=NZqO3sqwD0Q&t=14174s,,,,
HB34,H,Children and Family Law,public hearing,2023-01-10,14:30,LOB 206-208,A-unique-slot,1,single video,ws_4cUe5uz0,House Children and Family Law (01/10/23),10:14:22,4:15:38,https://www.youtube.com/watch?v=ws_4cUe5uz0&t=15038s,,,,
SB28,S,Executive Departments and Administration,hearing,2023-01-11,09:00,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (01/11/23) | Senate Executive Departments and Administration (01/11/23),,,
HB33,H,Executive Departments and Administration,public hearing,2023-01-11,10:00,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (01/11/23) | Senate Executive Departments and Administration (01/11/23),,,
HB71,H,Education,public hearing,2023-01-11,10:00,LOB 205-207,A-unique-slot,1,single video,c2VFUD5sfM0,House Education (01/11/23),09:29:52,0:30:08,https://www.youtube.com/watch?v=c2VFUD5sfM0&t=1508s,,,,
HB147,H,Education,public hearing,2023-01-11,10:20,LOB 205-207,A-unique-slot,1,single video,c2VFUD5sfM0,House Education (01/11/23),09:29:52,0:50:08,https://www.youtube.com/watch?v=c2VFUD5sfM0&t=2708s,,,,
HB70,H,Municipal and County Government,public hearing,2023-01-11,10:30,LOB 301-303,A-unique-slot,1,single video,WOH6lxqwcnE,House Municipal and County Government (01/11/23),10:01:37,0:28:23,https://www.youtube.com/watch?v=WOH6lxqwcnE&t=1403s,,,,
HB102,H,Education,public hearing,2023-01-11,10:40,LOB 205-207,A-unique-slot,1,single video,c2VFUD5sfM0,House Education (01/11/23),09:29:52,1:10:08,https://www.youtube.com/watch?v=c2VFUD5sfM0&t=3908s,,,,
HB65,H,Executive Departments and Administration,public hearing,2023-01-11,10:45,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (01/11/23) | Senate Executive Departments and Administration (01/11/23),,,
HB72,H,Municipal and County Government,public hearing,2023-01-11,10:45,LOB 301-303,A-unique-slot,1,single video,WOH6lxqwcnE,House Municipal and County Government (01/11/23),10:01:37,0:43:23,https://www.youtube.com/watch?v=WOH6lxqwcnE&t=2303s,,,,
HB148,H,Municipal and County Government,public hearing,2023-01-11,11:00,LOB 301-303,A-unique-slot,1,single video,WOH6lxqwcnE,House Municipal and County Government (01/11/23),10:01:37,0:58:23,https://www.youtube.com/watch?v=WOH6lxqwcnE&t=3203s,,,,
HB103,H,Education,public hearing,2023-01-11,11:25,LOB 205-207,A-unique-slot,1,single video,c2VFUD5sfM0,House Education (01/11/23),09:29:52,1:55:08,https://www.youtube.com/watch?v=c2VFUD5sfM0&t=6608s,,,,
HB36,H,Municipal and County Government,public hearing,2023-01-11,11:30,LOB 301-303,A-unique-slot,1,single video,WOH6lxqwcnE,House Municipal and County Government (01/11/23),10:01:37,1:28:23,https://www.youtube.com/watch?v=WOH6lxqwcnE&t=5003s,,,,
HB94,H,Executive Departments and Administration,public hearing,2023-01-11,11:30,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (01/11/23) | Senate Executive Departments and Administration (01/11/23),,,
HB94,H,Executive Departments and Administration,executive session,2023-01-11,11:30,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (01/11/23) | Senate Executive Departments and Administration (01/11/23),,,
HB168,H,Education,public hearing,2023-01-11,13:00,LOB 205-207,A-unique-slot,1,single video,c2VFUD5sfM0,House Education (01/11/23),09:29:52,3:30:08,https://www.youtube.com/watch?v=c2VFUD5sfM0&t=12308s,,,,
HR12,H,Executive Departments and Administration,public hearing,2023-01-11,13:00,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (01/11/23) | Senate Executive Departments and Administration (01/11/23),,,
HR12,H,Executive Departments and Administration,executive session,2023-01-11,13:00,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (01/11/23) | Senate Executive Departments and Administration (01/11/23),,,
HB155,H,Education,public hearing,2023-01-11,13:25,LOB 205-207,A-unique-slot,1,single video,c2VFUD5sfM0,House Education (01/11/23),09:29:52,3:55:08,https://www.youtube.com/watch?v=c2VFUD5sfM0&t=13808s,,,,
HB41,H,Municipal and County Government,public hearing,2023-01-11,13:30,LOB 301-303,A-unique-slot,1,single video,WOH6lxqwcnE,House Municipal and County Government (01/11/23),10:01:37,3:28:23,https://www.youtube.com/watch?v=WOH6lxqwcnE&t=12203s,,,,
HB140,H,Executive Departments and Administration,public hearing,2023-01-11,13:45,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (01/11/23) | Senate Executive Departments and Administration (01/11/23),,,
HB140,H,Executive Departments and Administration,executive session,2023-01-11,13:45,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (01/11/23) | Senate Executive Departments and Administration (01/11/23),,,
HB43,H,Municipal and County Government,public hearing,2023-01-11,13:45,LOB 301-303,A-unique-slot,1,single video,WOH6lxqwcnE,House Municipal and County Government (01/11/23),10:01:37,3:43:23,https://www.youtube.com/watch?v=WOH6lxqwcnE&t=13103s,,,,
HB170,H,Education,public hearing,2023-01-11,14:00,LOB 205-207,A-unique-slot,1,single video,c2VFUD5sfM0,House Education (01/11/23),09:29:52,4:30:08,https://www.youtube.com/watch?v=c2VFUD5sfM0&t=15908s,,,,
HB75,H,Municipal and County Government,public hearing,2023-01-11,14:15,LOB 301-303,A-unique-slot,1,single video,WOH6lxqwcnE,House Municipal and County Government (01/11/23),10:01:37,4:13:23,https://www.youtube.com/watch?v=WOH6lxqwcnE&t=14903s,,,,
HB180,H,Executive Departments and Administration,public hearing,2023-01-11,14:30,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (01/11/23) | Senate Executive Departments and Administration (01/11/23),,,
HB80,H,Municipal and County Government,public hearing,2023-01-11,14:30,LOB 301-303,A-unique-slot,1,single video,WOH6lxqwcnE,House Municipal and County Government (01/11/23),10:01:37,4:28:23,https://www.youtube.com/watch?v=WOH6lxqwcnE&t=15803s,,,,
HB83,H,Municipal and County Government,public hearing,2023-01-11,14:45,LOB 301-303,A-unique-slot,1,single video,WOH6lxqwcnE,House Municipal and County Government (01/11/23),10:01:37,4:43:23,https://www.youtube.com/watch?v=WOH6lxqwcnE&t=16703s,,,,
HB87,H,Municipal and County Government,public hearing,2023-01-11,15:00,LOB 301-303,A-unique-slot,1,single video,WOH6lxqwcnE,House Municipal and County Government (01/11/23),10:01:37,4:58:23,https://www.youtube.com/watch?v=WOH6lxqwcnE&t=17603s,,,,
HB61,H,Education,public hearing,2023-01-12,09:30,SH Reps Hall,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Education (01/12/23) | House Education (01/12/23),,,
HB146,H,Commerce and Consumer Affairs,public hearing,2023-01-12,10:00,LOB 302-304,A-unique-slot,1,single video,yukutU3ioYk,House Commerce and Consumer Affairs (01/12/23),09:59:57,0:00:03,https://www.youtube.com/watch?v=yukutU3ioYk&t=0s,,,,
HB30,H,Executive Departments and Administration,public hearing,2023-01-12,10:00,LOB 306-308,A-unique-slot,1,single video,0hhmhCwRNFM,House Executive Departments and Administration (01/12/23),09:59:57,0:00:03,https://www.youtube.com/watch?v=0hhmhCwRNFM&t=0s,,,,
HB30,H,Executive Departments and Administration,executive session,2023-01-12,10:00,LOB 306-308,A-unique-slot,1,single video,0hhmhCwRNFM,House Executive Departments and Administration (01/12/23),09:59:57,0:00:03,https://www.youtube.com/watch?v=0hhmhCwRNFM&t=0s,,,,
SB1,S,Finance,hearing,2023-01-12,10:00,SH 100,A-unique-slot,1,no video found,,,,,,,,,
HB167,H,Commerce and Consumer Affairs,public hearing,2023-01-12,10:30,LOB 302-304,A-unique-slot,1,single video,yukutU3ioYk,House Commerce and Consumer Affairs (01/12/23),09:59:57,0:30:03,https://www.youtube.com/watch?v=yukutU3ioYk&t=1503s,,,,
HB183,H,Executive Departments and Administration,public hearing,2023-01-12,10:45,LOB 306-308,A-unique-slot,1,single video,0hhmhCwRNFM,House Executive Departments and Administration (01/12/23),09:59:57,0:45:03,https://www.youtube.com/watch?v=0hhmhCwRNFM&t=2403s,,,,
HB173,H,Commerce and Consumer Affairs,public hearing,2023-01-12,11:00,LOB 302-304,A-unique-slot,1,single video,yukutU3ioYk,House Commerce and Consumer Affairs (01/12/23),09:59:57,1:00:03,https://www.youtube.com/watch?v=yukutU3ioYk&t=3303s,,,,
HB193,H,Executive Departments and Administration,public hearing,2023-01-12,11:30,LOB 306-308,A-unique-slot,1,single video,0hhmhCwRNFM,House Executive Departments and Administration (01/12/23),09:59:57,1:30:03,https://www.youtube.com/watch?v=0hhmhCwRNFM&t=5103s,,,,
HB131,H,Education,public hearing,2023-01-12,13:00,LOB 205-207,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Education (01/12/23) | House Education (01/12/23),,,
HB39,H,Commerce and Consumer Affairs,public hearing,2023-01-12,13:15,LOB 302-304,A-unique-slot,1,single video,yukutU3ioYk,House Commerce and Consumer Affairs (01/12/23),09:59:57,3:15:03,https://www.youtube.com/watch?v=yukutU3ioYk&t=11403s,,,,
CACR1,H,Executive Departments and Administration,public hearing,2023-01-12,13:30,LOB 306-308,A-unique-slot,1,single video,0hhmhCwRNFM,House Executive Departments and Administration (01/12/23),09:59:57,3:30:03,https://www.youtube.com/watch?v=0hhmhCwRNFM&t=12303s,,,,
HB35,H,Education,public hearing,2023-01-12,14:00,LOB 205-207,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Education (01/12/23) | House Education (01/12/23),,,
HB73,H,Commerce and Consumer Affairs,public hearing,2023-01-12,14:15,LOB 302-304,A-unique-slot,1,single video,yukutU3ioYk,House Commerce and Consumer Affairs (01/12/23),09:59:57,4:15:03,https://www.youtube.com/watch?v=yukutU3ioYk&t=15003s,,,,
SB12,S,Energy and Natural Resources,hearing,2023-01-17,09:00,SH 103,A-unique-slot,1,single video,RE_TSTR9GyE,Senate Energy and Natural Resources (01/17/23),08:59:32,0:00:28,https://www.youtube.com/watch?v=RE_TSTR9GyE&t=0s,,,,
SB46,S,Commerce,hearing,2023-01-17,09:00,SH 100,A-unique-slot,1,single video,u2IFEJ_CuVg,Senate Commerce (01/17/23),09:00:06,-0:00:06,https://www.youtube.com/watch?v=u2IFEJ_CuVg&t=0s,,,,
SB40,S,Energy and Natural Resources,hearing,2023-01-17,09:15,SH 103,A-unique-slot,1,single video,RE_TSTR9GyE,Senate Energy and Natural Resources (01/17/23),08:59:32,0:15:28,https://www.youtube.com/watch?v=RE_TSTR9GyE&t=628s,,,,
SB53,S,Commerce,hearing,2023-01-17,09:15,SH 100,A-unique-slot,1,single video,u2IFEJ_CuVg,Senate Commerce (01/17/23),09:00:06,0:14:54,https://www.youtube.com/watch?v=u2IFEJ_CuVg&t=594s,,,,
SB41,S,Commerce,hearing,2023-01-17,09:30,SH 100,A-unique-slot,1,single video,u2IFEJ_CuVg,Senate Commerce (01/17/23),09:00:06,0:29:54,https://www.youtube.com/watch?v=u2IFEJ_CuVg&t=1494s,,,,
SB54,S,Energy and Natural Resources,hearing,2023-01-17,09:30,SH 103,A-unique-slot,1,single video,RE_TSTR9GyE,Senate Energy and Natural Resources (01/17/23),08:59:32,0:30:28,https://www.youtube.com/watch?v=RE_TSTR9GyE&t=1528s,,,,
SB56,S,Energy and Natural Resources,hearing,2023-01-17,09:45,SH 103,A-unique-slot,1,single video,RE_TSTR9GyE,Senate Energy and Natural Resources (01/17/23),08:59:32,0:45:28,https://www.youtube.com/watch?v=RE_TSTR9GyE&t=2428s,,,,
SB64,S,Commerce,hearing,2023-01-17,09:45,SH 100,A-unique-slot,1,single video,u2IFEJ_CuVg,Senate Commerce (01/17/23),09:00:06,0:44:54,https://www.youtube.com/watch?v=u2IFEJ_CuVg&t=2394s,,,,
HB115,H,Election Law,public hearing,2023-01-17,10:00,LOB 306-308,A-unique-slot,1,single video,O1YMLbEFGtA,House Election Law (01/17/23),09:59:42,0:00:18,https://www.youtube.com/watch?v=O1YMLbEFGtA&t=0s,,,,
HB221,H,Environment and Agriculture,public hearing,2023-01-17,10:00,LOB 301-303,A-unique-slot,1,single video,YFlE893kRkk,House Environment and Agriculture (01/17/23),09:56:16,0:03:44,https://www.youtube.com/watch?v=YFlE893kRkk&t=0s,,,,
HB60,H,Ways and Means,public hearing,2023-01-17,10:00,LOB 202-204,A-unique-slot,1,single video,c2-QHK3Gm_Q,House Ways and Means (01/17/23),09:59:36,0:00:24,https://www.youtube.com/watch?v=c2-QHK3Gm_Q&t=0s,,,,
SB33,S,Commerce,hearing,2023-01-17,10:00,SH 100,A-unique-slot,1,single video,u2IFEJ_CuVg,Senate Commerce (01/17/23),09:00:06,0:59:54,https://www.youtube.com/watch?v=u2IFEJ_CuVg&t=3294s,,,,
SB47,S,Election Law and Municipal Affairs,hearing,2023-01-17,10:00,LOB 103,A-unique-slot,1,single video,5KWgOhs4Ppo,Senate Election Law and Municipal Affairs (01/17/23),09:28:18,0:31:42,https://www.youtube.com/watch?v=5KWgOhs4Ppo&t=1602s,,,,
HB138,H,Environment and Agriculture,public hearing,2023-01-17,10:15,LOB 301-303,A-unique-slot,1,single video,YFlE893kRkk,House Environment and Agriculture (01/17/23),09:56:16,0:18:44,https://www.youtube.com/watch?v=YFlE893kRkk&t=824s,,,,
SB63,S,Election Law and Municipal Affairs,hearing,2023-01-17,10:15,LOB 103,A-unique-slot,1,single video,5KWgOhs4Ppo,Senate Election Law and Municipal Affairs (01/17/23),09:28:18,0:46:42,https://www.youtube.com/watch?v=5KWgOhs4Ppo&t=2502s,,,,
HB121,H,Ways and Means,public hearing,2023-01-17,10:30,LOB 202-204,A-unique-slot,1,single video,c2-QHK3Gm_Q,House Ways and Means (01/17/23),09:59:36,0:30:24,https://www.youtube.com/watch?v=c2-QHK3Gm_Q&t=1524s,,,,
HB126,H,Children and Family Law,public hearing,2023-01-17,10:30,LOB 206-208,A-unique-slot,1,single video,TocBa14k-dA,House Children and Family Law (01/17/23),09:29:31,1:00:29,https://www.youtube.com/watch?v=TocBa14k-dA&t=3329s,,,,
HB152,H,Environment and Agriculture,public hearing,2023-01-17,10:30,LOB 301-303,A-unique-slot,1,single video,YFlE893kRkk,House Environment and Agriculture (01/17/23),09:56:16,0:33:44,https://www.youtube.com/watch?v=YFlE893kRkk&t=1724s,,,,
HB333,H,Election Law,public hearing,2023-01-17,10:45,LOB 306-308,A-unique-slot,1,single video,O1YMLbEFGtA,House Election Law (01/17/23),09:59:42,0:45:18,https://www.youtube.com/watch?v=O1YMLbEFGtA&t=2418s,,,,
HB108,H,Children and Family Law,public hearing,2023-01-17,11:00,LOB 206-208,A-unique-slot,1,single video,TocBa14k-dA,House Children and Family Law (01/17/23),09:29:31,1:30:29,https://www.youtube.com/watch?v=TocBa14k-dA&t=5129s,,,,
HB79,H,Environment and Agriculture,public hearing,2023-01-17,11:00,LOB 301-303,A-unique-slot,1,single video,YFlE893kRkk,House Environment and Agriculture (01/17/23),09:56:16,1:03:44,https://www.youtube.com/watch?v=YFlE893kRkk&t=3524s,,,,
HB128,H,Environment and Agriculture,public hearing,2023-01-17,11:30,LOB 301-303,A-unique-slot,1,single video,YFlE893kRkk,House Environment and Agriculture (01/17/23),09:56:16,1:33:44,https://www.youtube.com/watch?v=YFlE893kRkk&t=5324s,,,,
HB145,H,Ways and Means,public hearing,2023-01-17,11:30,LOB 202-204,A-unique-slot,1,single video,c2-QHK3Gm_Q,House Ways and Means (01/17/23),09:59:36,1:30:24,https://www.youtube.com/watch?v=c2-QHK3Gm_Q&t=5124s,,,,
HB151,H,Children and Family Law,public hearing,2023-01-17,13:00,LOB 206-208,A-unique-slot,1,single video,TocBa14k-dA,House Children and Family Law (01/17/23),09:29:31,3:30:29,https://www.youtube.com/watch?v=TocBa14k-dA&t=12329s,,,,
HB345,H,Election Law,public hearing,2023-01-17,13:00,LOB 306-308,A-unique-slot,1,single video,O1YMLbEFGtA,House Election Law (01/17/23),09:59:42,3:00:18,https://www.youtube.com/watch?v=O1YMLbEFGtA&t=10518s,,,,
HB369,H,Environment and Agriculture,public hearing,2023-01-17,13:00,LOB 301-303,A-unique-slot,1,single video,YFlE893kRkk,House Environment and Agriculture (01/17/23),09:56:16,3:03:44,https://www.youtube.com/watch?v=YFlE893kRkk&t=10724s,,,,
HB54,H,Transportation,public hearing,2023-01-17,13:00,LOB 201-203,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Transportation (01/17/23) | Senate Transportation (01/17/23),,,
HB85,H,Children and Family Law,executive session,2023-01-17,13:00,LOB 206-208,A-unique-slot,1,single video,TocBa14k-dA,House Children and Family Law (01/17/23),09:29:31,3:30:29,https://www.youtube.com/watch?v=TocBa14k-dA&t=12329s,,,,
SB52,S,Transportation,hearing,2023-01-17,13:00,LOB 101,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Transportation (01/17/23) | Senate Transportation (01/17/23),,,
SB48,S,Judiciary,hearing,2023-01-17,13:15,SH 100,A-unique-slot,1,single video,MEL2uBZl_Yo,Senate Judiciary (01/17/23),13:01:01,0:13:59,https://www.youtube.com/watch?v=MEL2uBZl_Yo&t=539s,,,,
HB111,H,Transportation,public hearing,2023-01-17,13:30,LOB 201-203,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Transportation (01/17/23) | Senate Transportation (01/17/23),,,
HB218,H,Children and Family Law,public hearing,2023-01-17,13:30,LOB 206-208,A-unique-slot,1,single video,TocBa14k-dA,House Children and Family Law (01/17/23),09:29:31,4:00:29,https://www.youtube.com/watch?v=TocBa14k-dA&t=14129s,,,,
HB252,H,Environment and Agriculture,public hearing,2023-01-17,13:30,LOB 301-303,A-unique-slot,1,single video,YFlE893kRkk,House Environment and Agriculture (01/17/23),09:56:16,3:33:44,https://www.youtube.com/watch?v=YFlE893kRkk&t=12524s,,,,
SB59,S,Judiciary,hearing,2023-01-17,13:30,SH 100,A-unique-slot,1,single video,MEL2uBZl_Yo,Senate Judiciary (01/17/23),13:01:01,0:28:59,https://www.youtube.com/watch?v=MEL2uBZl_Yo&t=1439s,,,,
SB58,S,Judiciary,hearing,2023-01-17,13:45,SH 100,A-unique-slot,1,single video,MEL2uBZl_Yo,Senate Judiciary (01/17/23),13:01:01,0:43:59,https://www.youtube.com/watch?v=MEL2uBZl_Yo&t=2339s,,,,
HB132,H,Transportation,public hearing,2023-01-17,14:00,LOB 201-203,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Transportation (01/17/23) | Senate Transportation (01/17/23),,,
HB151,H,Children and Family Law,executive session,2023-01-17,14:00,LOB 206-208,A-unique-slot,1,single video,TocBa14k-dA,House Children and Family Law (01/17/23),09:29:31,4:30:29,https://www.youtube.com/watch?v=TocBa14k-dA&t=15929s,,,,
HB350,H,Election Law,public hearing,2023-01-17,14:00,LOB 306-308,A-unique-slot,1,single video,O1YMLbEFGtA,House Election Law (01/17/23),09:59:42,4:00:18,https://www.youtube.com/watch?v=O1YMLbEFGtA&t=14118s,,,,
SB43,S,Judiciary,hearing,2023-01-17,14:00,SH 100,A-unique-slot,1,single video,MEL2uBZl_Yo,Senate Judiciary (01/17/23),13:01:01,0:58:59,https://www.youtube.com/watch?v=MEL2uBZl_Yo&t=3239s,,,,
HB153,H,Transportation,public hearing,2023-01-17,14:30,LOB 201-203,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Transportation (01/17/23) | Senate Transportation (01/17/23),,,
HB260,H,Transportation,public hearing,2023-01-17,15:00,LOB 201-203,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Transportation (01/17/23) | Senate Transportation (01/17/23),,,
HB402,H,Election Law,public hearing,2023-01-17,15:00,LOB 306-308,A-unique-slot,1,single video,O1YMLbEFGtA,House Election Law (01/17/23),09:59:42,5:00:18,https://www.youtube.com/watch?v=O1YMLbEFGtA&t=17718s,,,,
HB101,H,Election Law,executive session,2023-01-17,15:30,LOB 306-308,C-shared-slot,2,single video,O1YMLbEFGtA,House Election Law (01/17/23),09:59:42,5:30:18,https://www.youtube.com/watch?v=O1YMLbEFGtA&t=19518s,,,,
HB116,H,Election Law,executive session,2023-01-17,15:30,LOB 306-308,C-shared-slot,2,single video,O1YMLbEFGtA,House Election Law (01/17/23),09:59:42,5:30:18,https://www.youtube.com/watch?v=O1YMLbEFGtA&t=19518s,,,,
HB67,H,Judiciary,public hearing,2023-01-18,09:00,LOB 206-208,A-unique-slot,1,single video,nzzo6Zcxrpo,House Judiciary (01/18/23),08:58:16,0:01:44,https://www.youtube.com/watch?v=nzzo6Zcxrpo&t=0s,,,,
SB19,S,Ways and Means,hearing,2023-01-18,09:00,SH 100,A-unique-slot,1,single video,7kLkMBtgifw,Senate Ways and Means (01/18/23),08:59:18,0:00:42,https://www.youtube.com/watch?v=7kLkMBtgifw&t=0s,,,,
SB32,S,Health and Human Services,hearing,2023-01-18,09:00,LOB 101,A-unique-slot,1,single video,KlgGB6DZsbY,Senate Health and Human Services (01/18/23),08:58:12,0:01:48,https://www.youtube.com/watch?v=KlgGB6DZsbY&t=0s,,,,
SB42,S,Executive Departments and Administration,hearing,2023-01-18,09:00,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (01/18/23) | Senate Executive Departments and Administration (01/18/23),,,
SB20,S,Ways and Means,hearing,2023-01-18,09:15,SH 100,A-unique-slot,1,single video,7kLkMBtgifw,Senate Ways and Means (01/18/23),08:59:18,0:15:42,https://www.youtube.com/watch?v=7kLkMBtgifw&t=642s,,,,
SB35,S,Health and Human Services,hearing,2023-01-18,09:15,LOB 101,A-unique-slot,1,single video,KlgGB6DZsbY,Senate Health and Human Services (01/18/23),08:58:12,0:16:48,https://www.youtube.com/watch?v=KlgGB6DZsbY&t=708s,,,,
SB44,S,Executive Departments and Administration,hearing,2023-01-18,09:15,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (01/18/23) | Senate Executive Departments and Administration (01/18/23),,,
HB419,H,Education,public hearing,2023-01-18,09:30,LOB 205-207,A-unique-slot,1,single video,qf3j31iAd8o,House Education (01/18/23),09:29:21,0:00:39,https://www.youtube.com/watch?v=qf3j31iAd8o&t=0s,,,,
HB68,H,Judiciary,public hearing,2023-01-18,09:30,LOB 206-208,A-unique-slot,1,single video,nzzo6Zcxrpo,House Judiciary (01/18/23),08:58:16,0:31:44,https://www.youtube.com/watch?v=nzzo6Zcxrpo&t=1604s,,,,
