bill,body,committee,proceeding,sched_date,sched_time,venue,tier,bills_in_slot,match,video_id,video_title,stream_start,predicted_offset,watch_url,candidates,observed_start,observed_end,notes
HB1065,H,Special Committee on Housing,executive session,2024-03-08,13:00,LOB 302-304,C-shared-slot,7,single video,90y0AAA9KuA,House Special Committee on Housing (03/08/2024),08:58:53,4:01:07,https://www.youtube.com/watch?v=90y0AAA9KuA&t=14167s,,,,
HB1131,H,Executive Departments and Administration,subcommittee work session,2024-03-08,13:00,LOB 306-308,C-shared-slot,2,single video,-PzMJ9YlXNs,House Executive Departments and Administration (03/08/2024),09:59:01,3:00:59,https://www.youtube.com/watch?v=-PzMJ9YlXNs&t=10559s,,,,
HB1168,H,Special Committee on Housing,executive session,2024-03-08,13:00,LOB 302-304,C-shared-slot,7,single video,90y0AAA9KuA,House Special Committee on Housing (03/08/2024),08:58:53,4:01:07,https://www.youtube.com/watch?v=90y0AAA9KuA&t=14167s,,,,
HB1215,H,Special Committee on Housing,executive session,2024-03-08,13:00,LOB 302-304,C-shared-slot,7,single video,90y0AAA9KuA,House Special Committee on Housing (03/08/2024),08:58:53,4:01:07,https://www.youtube.com/watch?v=90y0AAA9KuA&t=14167s,,,,
HB1291,H,Special Committee on Housing,executive session,2024-03-08,13:00,LOB 302-304,C-shared-slot,7,single video,90y0AAA9KuA,House Special Committee on Housing (03/08/2024),08:58:53,4:01:07,https://www.youtube.com/watch?v=90y0AAA9KuA&t=14167s,,,,
HB1361,H,Special Committee on Housing,executive session,2024-03-08,13:00,LOB 302-304,C-shared-slot,7,single video,90y0AAA9KuA,House Special Committee on Housing (03/08/2024),08:58:53,4:01:07,https://www.youtube.com/watch?v=90y0AAA9KuA&t=14167s,,,,
HB1399,H,Special Committee on Housing,executive session,2024-03-08,13:00,LOB 302-304,C-shared-slot,7,single video,90y0AAA9KuA,House Special Committee on Housing (03/08/2024),08:58:53,4:01:07,https://www.youtube.com/watch?v=90y0AAA9KuA&t=14167s,,,,
HB1400,H,Special Committee on Housing,executive session,2024-03-08,13:00,LOB 302-304,C-shared-slot,7,single video,90y0AAA9KuA,House Special Committee on Housing (03/08/2024),08:58:53,4:01:07,https://www.youtube.com/watch?v=90y0AAA9KuA&t=14167s,,,,
HB1413,H,Executive Departments and Administration,subcommittee work session,2024-03-08,13:00,LOB 306-308,C-shared-slot,2,single video,-PzMJ9YlXNs,House Executive Departments and Administration (03/08/2024),09:59:01,3:00:59,https://www.youtube.com/watch?v=-PzMJ9YlXNs&t=10559s,,,,
CACR16,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1053,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1101,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1106,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1175,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1181,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1187,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1210,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1223,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1281,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1284,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1345,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1371,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1460,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1506,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1514,H,Ways and Means,full committee work session,2024-03-11,09:30,LOB 202-204,C-shared-slot,3,single video,suV85eBSx3A,House Ways and Means (03/11/2024),09:30:51,-0:00:51,https://www.youtube.com/watch?v=suV85eBSx3A&t=0s,,,,
HB1563,H,Ways and Means,full committee work session,2024-03-11,09:30,LOB 202-204,C-shared-slot,3,single video,suV85eBSx3A,House Ways and Means (03/11/2024),09:30:51,-0:00:51,https://www.youtube.com/watch?v=suV85eBSx3A&t=0s,,,,
HB1611,H,Special Committee on Childcare,full committee work session,2024-03-11,09:30,LOB 202-204,A-unique-slot,1,no video found,,,,,,,,,
HB1613,H,Ways and Means,full committee work session,2024-03-11,09:30,LOB 202-204,C-shared-slot,3,single video,suV85eBSx3A,House Ways and Means (03/11/2024),09:30:51,-0:00:51,https://www.youtube.com/watch?v=suV85eBSx3A&t=0s,,,,
HB1655,H,Education,full committee work session,2024-03-11,09:30,LOB 202-204,A-unique-slot,1,single video,7ZDw8oLfaiU,House Education (03/11/2024),08:58:57,0:31:03,https://www.youtube.com/watch?v=7ZDw8oLfaiU&t=1563s,,,,
HB526,H,Municipal and County Government,executive session,2024-03-11,09:30,LOB 301-303,C-shared-slot,16,single video,Q70wA5XHMno,House Municipal and County Government (03/11/2024),09:29:01,0:00:59,https://www.youtube.com/watch?v=Q70wA5XHMno&t=0s,,,,
HB1085,H,Election Law,executive session,2024-03-11,10:00,LOB 306-308,C-shared-slot,5,single video,BxkNx_sBLmk,House Election Law (03/11/2024),09:58:47,0:01:13,https://www.youtube.com/watch?v=BxkNx_sBLmk&t=0s,,,,
HB1195,H,Education,full committee work session,2024-03-11,10:00,LOB 205-207,C-shared-slot,6,single video,7ZDw8oLfaiU,House Education (03/11/2024),08:58:57,1:01:03,https://www.youtube.com/watch?v=7ZDw8oLfaiU&t=3363s,,,,
HB1239,H,Election Law,executive session,2024-03-11,10:00,LOB 306-308,C-shared-slot,5,single video,BxkNx_sBLmk,House Election Law (03/11/2024),09:58:47,0:01:13,https://www.youtube.com/watch?v=BxkNx_sBLmk&t=0s,,,,
HB1264,H,Election Law,executive session,2024-03-11,10:00,LOB 306-308,C-shared-slot,5,single video,BxkNx_sBLmk,House Election Law (03/11/2024),09:58:47,0:01:13,https://www.youtube.com/watch?v=BxkNx_sBLmk&t=0s,,,,
HB1383,H,Education,full committee work session,2024-03-11,10:00,LOB 205-207,C-shared-slot,6,single video,7ZDw8oLfaiU,House Education (03/11/2024),08:58:57,1:01:03,https://www.youtube.com/watch?v=7ZDw8oLfaiU&t=3363s,,,,
HB1481,H,Education,full committee work session,2024-03-11,10:00,LOB 205-207,C-shared-slot,6,single video,7ZDw8oLfaiU,House Education (03/11/2024),08:58:57,1:01:03,https://www.youtube.com/watch?v=7ZDw8oLfaiU&t=3363s,,,,
HB1493,H,Education,full committee work session,2024-03-11,10:00,LOB 205-207,C-shared-slot,6,single video,7ZDw8oLfaiU,House Education (03/11/2024),08:58:57,1:01:03,https://www.youtube.com/watch?v=7ZDw8oLfaiU&t=3363s,,,,
HB1523,H,Election Law,executive session,2024-03-11,10:00,LOB 306-308,C-shared-slot,5,single video,BxkNx_sBLmk,House Election Law (03/11/2024),09:58:47,0:01:13,https://www.youtube.com/watch?v=BxkNx_sBLmk&t=0s,,,,
HB1579,H,Education,full committee work session,2024-03-11,10:00,LOB 205-207,C-shared-slot,6,single video,7ZDw8oLfaiU,House Education (03/11/2024),08:58:57,1:01:03,https://www.youtube.com/watch?v=7ZDw8oLfaiU&t=3363s,,,,
HB1596,H,Election Law,executive session,2024-03-11,10:00,LOB 306-308,C-shared-slot,5,single video,BxkNx_sBLmk,House Election Law (03/11/2024),09:58:47,0:01:13,https://www.youtube.com/watch?v=BxkNx_sBLmk&t=0s,,,,
HB1642,H,Education,full committee work session,2024-03-11,10:00,LOB 205-207,C-shared-slot,6,single video,7ZDw8oLfaiU,House Education (03/11/2024),08:58:57,1:01:03,https://www.youtube.com/watch?v=7ZDw8oLfaiU&t=3363s,,,,
HB1091,H,Election Law,full committee work session,2024-03-11,10:30,LOB 306-308,A-unique-slot,1,single video,BxkNx_sBLmk,House Election Law (03/11/2024),09:58:47,0:31:13,https://www.youtube.com/watch?v=BxkNx_sBLmk&t=1573s,,,,
HB1514,H,Ways and Means,executive session,2024-03-11,10:30,LOB 202-204,C-shared-slot,3,single video,suV85eBSx3A,House Ways and Means (03/11/2024),09:30:51,0:59:09,https://www.youtube.com/watch?v=suV85eBSx3A&t=3249s,,,,
HB1563,H,Ways and Means,executive session,2024-03-11,10:30,LOB 202-204,C-shared-slot,3,single video,suV85eBSx3A,House Ways and Means (03/11/2024),09:30:51,0:59:09,https://www.youtube.com/watch?v=suV85eBSx3A&t=3249s,,,,
HB1611,H,Special Committee on Childcare,executive session,2024-03-11,10:30,LOB 202-204,A-unique-slot,1,no video found,,,,,,,,,
HB1613,H,Ways and Means,executive session,2024-03-11,10:30,LOB 202-204,C-shared-slot,3,single video,suV85eBSx3A,House Ways and Means (03/11/2024),09:30:51,0:59:09,https://www.youtube.com/watch?v=suV85eBSx3A&t=3249s,,,,
HB1655,H,Education,executive session,2024-03-11,10:30,LOB 202-204,A-unique-slot,1,single video,7ZDw8oLfaiU,House Education (03/11/2024),08:58:57,1:31:03,https://www.youtube.com/watch?v=7ZDw8oLfaiU&t=5163s,,,,
CACR22,H,Election Law,public hearing,2024-03-11,13:00,LOB 306-308,A-unique-slot,1,single video,BxkNx_sBLmk,House Election Law (03/11/2024),09:58:47,3:01:13,https://www.youtube.com/watch?v=BxkNx_sBLmk&t=10573s,,,,
HB1015,H,Education,executive session,2024-03-11,13:00,LOB 205-207,C-shared-slot,5,single video,7ZDw8oLfaiU,House Education (03/11/2024),08:58:57,4:01:03,https://www.youtube.com/watch?v=7ZDw8oLfaiU&t=14163s,,,,
HB1087,H,Education,executive session,2024-03-11,13:00,LOB 205-207,C-shared-slot,5,single video,7ZDw8oLfaiU,House Education (03/11/2024),08:58:57,4:01:03,https://www.youtube.com/watch?v=7ZDw8oLfaiU&t=14163s,,,,
HB1282,H,Children and Family Law,work session,2024-03-11,13:00,LOB 210-211,C-shared-slot,6,no video found,,,,,,,,,
HB1287,H,Education,executive session,2024-03-11,13:00,LOB 205-207,C-shared-slot,5,single video,7ZDw8oLfaiU,House Education (03/11/2024),08:58:57,4:01:03,https://www.youtube.com/watch?v=7ZDw8oLfaiU&t=14163s,,,,
HB1363,H,Legislative Administration,work session,2024-03-11,13:00,LOB 210-211,A-unique-slot,1,no video found,,,,,,,,,
HB1450,H,Education,executive session,2024-03-11,13:00,LOB 205-207,C-shared-slot,5,single video,7ZDw8oLfaiU,House Education (03/11/2024),08:58:57,4:01:03,https://www.youtube.com/watch?v=7ZDw8oLfaiU&t=14163s,,,,
HB1453,H,Education,executive session,2024-03-11,13:00,LOB 205-207,C-shared-slot,5,single video,7ZDw8oLfaiU,House Education (03/11/2024),08:58:57,4:01:03,https://www.youtube.com/watch?v=7ZDw8oLfaiU&t=14163s,,,,
HB1564,H,Children and Family Law,work session,2024-03-11,13:00,LOB 210-211,C-shared-slot,6,no video found,,,,,,,,,
HB1573,H,Children and Family Law,work session,2024-03-11,13:00,LOB 210-211,C-shared-slot,6,no video found,,,,,,,,,
HB1588,H,Children and Family Law,work session,2024-03-11,13:00,LOB 210-211,C-shared-slot,6,no video found,,,,,,,,,
HB1593,H,"Health, Human Services and Elderly Affairs",work session,2024-03-11,13:00,LOB 210-211,C-shared-slot,2,no video found,,,,,,,,,
HB1595,H,Children and Family Law,work session,2024-03-11,13:00,LOB 210-211,C-shared-slot,6,no video found,,,,,,,,,
HB1598,H,Children and Family Law,work session,2024-03-11,13:00,LOB 210-211,C-shared-slot,6,no video found,,,,,,,,,
HB1669,H,"Health, Human Services and Elderly Affairs",work session,2024-03-11,13:00,LOB 210-211,C-shared-slot,2,no video found,,,,,,,,,
SB324,H,Ways and Means,public hearing,2024-03-11,13:00,LOB 202-204,A-unique-slot,1,single video,suV85eBSx3A,House Ways and Means (03/11/2024),09:30:51,3:29:09,https://www.youtube.com/watch?v=suV85eBSx3A&t=12249s,,,,
SB363,H,Ways and Means,public hearing,2024-03-11,13:15,LOB 202-204,A-unique-slot,1,single video,suV85eBSx3A,House Ways and Means (03/11/2024),09:30:51,3:44:09,https://www.youtube.com/watch?v=suV85eBSx3A&t=13149s,,,,
SB344,H,Election Law,public hearing,2024-03-11,13:25,LOB 306-308,A-unique-slot,1,single video,BxkNx_sBLmk,House Election Law (03/11/2024),09:58:47,3:26:13,https://www.youtube.com/watch?v=BxkNx_sBLmk&t=12073s,,,,
SB344,H,Election Law,executive session,2024-03-11,13:25,LOB 306-308,A-unique-slot,1,single video,BxkNx_sBLmk,House Election Law (03/11/2024),09:58:47,3:26:13,https://www.youtube.com/watch?v=BxkNx_sBLmk&t=12073s,,,,
SB454,H,Ways and Means,public hearing,2024-03-11,13:30,LOB 202-204,A-unique-slot,1,single video,suV85eBSx3A,House Ways and Means (03/11/2024),09:30:51,3:59:09,https://www.youtube.com/watch?v=suV85eBSx3A&t=14049s,,,,
SB473,H,Ways and Means,public hearing,2024-03-11,13:45,LOB 202-204,A-unique-slot,1,single video,suV85eBSx3A,House Ways and Means (03/11/2024),09:30:51,4:14:09,https://www.youtube.com/watch?v=suV85eBSx3A&t=14949s,,,,
SB380,H,Election Law,public hearing,2024-03-11,13:50,LOB 306-308,A-unique-slot,1,single video,BxkNx_sBLmk,House Election Law (03/11/2024),09:58:47,3:51:13,https://www.youtube.com/watch?v=BxkNx_sBLmk&t=13573s,,,,
SB497,H,Ways and Means,public hearing,2024-03-11,14:00,LOB 202-204,A-unique-slot,1,single video,suV85eBSx3A,House Ways and Means (03/11/2024),09:30:51,4:29:09,https://www.youtube.com/watch?v=suV85eBSx3A&t=15849s,,,,
SB490,H,Election Law,public hearing,2024-03-11,14:15,LOB 306-308,A-unique-slot,1,single video,BxkNx_sBLmk,House Election Law (03/11/2024),09:58:47,4:16:13,https://www.youtube.com/watch?v=BxkNx_sBLmk&t=15073s,,,,
SB513,H,Ways and Means,public hearing,2024-03-11,14:15,LOB 202-204,A-unique-slot,1,single video,suV85eBSx3A,House Ways and Means (03/11/2024),09:30:51,4:44:09,https://www.youtube.com/watch?v=suV85eBSx3A&t=16749s,,,,
SB514,H,Ways and Means,public hearing,2024-03-11,14:30,LOB 202-204,A-unique-slot,1,single video,suV85eBSx3A,House Ways and Means (03/11/2024),09:30:51,4:59:09,https://www.youtube.com/watch?v=suV85eBSx3A&t=17649s,,,,
SB530,H,Election Law,public hearing,2024-03-11,14:40,LOB 306-308,A-unique-slot,1,single video,BxkNx_sBLmk,House Election Law (03/11/2024),09:58:47,4:41:13,https://www.youtube.com/watch?v=BxkNx_sBLmk&t=16573s,,,,
HB354,S,Education,hearing,2024-03-12,09:00,LOB 101,A-unique-slot,1,single video,PvOEaeX19Vs,Senate Education (03/12/2024),08:57:41,0:02:19,https://www.youtube.com/watch?v=PvOEaeX19Vs&t=0s,,,,
HB1008,S,Education,hearing,2024-03-12,09:15,LOB 101,A-unique-slot,1,single video,PvOEaeX19Vs,Senate Education (03/12/2024),08:57:41,0:17:19,https://www.youtube.com/watch?v=PvOEaeX19Vs&t=739s,,,,
SB385,S,Energy and Natural Resources,hearing,2024-03-12,09:20,SH 103,A-unique-slot,1,single video,ZVkJg-JBsdo,Senate Energy and Natural Resources (03/12/2024),08:59:02,0:20:58,https://www.youtube.com/watch?v=ZVkJg-JBsdo&t=958s,,,,
HB1009,S,Education,hearing,2024-03-12,09:30,LOB 101,A-unique-slot,1,single video,PvOEaeX19Vs,Senate Education (03/12/2024),08:57:41,0:32:19,https://www.youtube.com/watch?v=PvOEaeX19Vs&t=1639s,,,,
HB70,S,Election Law and Municipal Affairs,hearing,2024-03-12,09:30,LOB 103,A-unique-slot,1,single video,yDMoc5EGOcc,Senate Election Law and Municipal Affairs (03/12/2024),09:15:21,0:14:39,https://www.youtube.com/watch?v=yDMoc5EGOcc&t=579s,,,,
SB449,S,Energy and Natural Resources,hearing,2024-03-12,09:35,SH 103,A-unique-slot,1,single video,ZVkJg-JBsdo,Senate Energy and Natural Resources (03/12/2024),08:59:02,0:35:58,https://www.youtube.com/watch?v=ZVkJg-JBsdo&t=1858s,,,,
HB463,S,Election Law and Municipal Affairs,hearing,2024-03-12,09:40,LOB 103,A-unique-slot,1,single video,yDMoc5EGOcc,Senate Election Law and Municipal Affairs (03/12/2024),09:15:21,0:24:39,https://www.youtube.com/watch?v=yDMoc5EGOcc&t=1179s,,,,
HB1019,S,Education,hearing,2024-03-12,09:45,LOB 101,A-unique-slot,1,single video,PvOEaeX19Vs,Senate Education (03/12/2024),08:57:41,0:47:19,https://www.youtube.com/watch?v=PvOEaeX19Vs&t=2539s,,,,
HB243,S,Election Law and Municipal Affairs,hearing,2024-03-12,09:50,LOB 103,A-unique-slot,1,single video,yDMoc5EGOcc,Senate Election Law and Municipal Affairs (03/12/2024),09:15:21,0:34:39,https://www.youtube.com/watch?v=yDMoc5EGOcc&t=1779s,,,,
HB468,S,Finance,hearing,2024-03-12,13:30,SH 103,A-unique-slot,1,single video,SOTkCHXJqkA,Senate Finance (03/12/2024),13:29:02,0:00:58,https://www.youtube.com/watch?v=SOTkCHXJqkA&t=0s,,,,
HB436,S,Finance,hearing,2024-03-12,13:40,SH 103,A-unique-slot,1,single video,SOTkCHXJqkA,Senate Finance (03/12/2024),13:29:02,0:10:58,https://www.youtube.com/watch?v=SOTkCHXJqkA&t=358s,,,,
HB1079,H,Executive Departments and Administration,subcommittee work session,2024-03-13,09:00,LOB 306-308,C-shared-slot,4,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB1131,H,Executive Departments and Administration,subcommittee work session,2024-03-13,09:00,LOB 306-308,C-shared-slot,4,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB1385,H,Executive Departments and Administration,subcommittee work session,2024-03-13,09:00,LOB 306-308,C-shared-slot,4,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB1413,H,Executive Departments and Administration,subcommittee work session,2024-03-13,09:00,LOB 306-308,C-shared-slot,4,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB518,S,Executive Departments and Administration,hearing,2024-03-13,09:00,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB644,S,Executive Departments and Administration,hearing,2024-03-13,09:15,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB1004,S,Executive Departments and Administration,hearing,2024-03-13,09:30,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB1046,H,"Resources, Recreation and Development",public hearing,2024-03-13,09:30,LOB 202-204,A-unique-slot,1,single video,JDHwbk1jcyM,"House Resources, Recreation and Development (03/13/2024)",09:59:03,-0:29:03,https://www.youtube.com/watch?v=JDHwbk1jcyM&t=0s,,,,
HB1046,H,"Resources, Recreation and Development",executive session,2024-03-13,09:30,LOB 202-204,A-unique-slot,1,single video,JDHwbk1jcyM,"House Resources, Recreation and Development (03/13/2024)",09:59:03,-0:29:03,https://www.youtube.com/watch?v=JDHwbk1jcyM&t=0s,,,,
HB1622,H,Executive Departments and Administration,subcommittee work session,2024-03-13,09:30,LOB 306-308,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB1003,S,Executive Departments and Administration,hearing,2024-03-13,09:45,SH 103,A-unique-slot,1,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB1018,H,Commerce and Consumer Affairs,executive session,2024-03-13,10:00,LOB 302-304,C-shared-slot,38,single video,UFPvnpFyMjI,House Commerce and Consumer Affairs (03/13/2024),09:57:52,0:02:08,https://www.youtube.com/watch?v=UFPvnpFyMjI&t=0s,,,,
HB1075,H,Executive Departments and Administration,executive session,2024-03-13,10:00,LOB 306-308,C-shared-slot,16,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB1076,H,Commerce and Consumer Affairs,executive session,2024-03-13,10:00,LOB 302-304,C-shared-slot,38,single video,UFPvnpFyMjI,House Commerce and Consumer Affairs (03/13/2024),09:57:52,0:02:08,https://www.youtube.com/watch?v=UFPvnpFyMjI&t=0s,,,,
HB1079,H,Executive Departments and Administration,executive session,2024-03-13,10:00,LOB 306-308,C-shared-slot,16,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB1081,H,Commerce and Consumer Affairs,executive session,2024-03-13,10:00,LOB 302-304,C-shared-slot,38,single video,UFPvnpFyMjI,House Commerce and Consumer Affairs (03/13/2024),09:57:52,0:02:08,https://www.youtube.com/watch?v=UFPvnpFyMjI&t=0s,,,,
HB1094,H,Commerce and Consumer Affairs,executive session,2024-03-13,10:00,LOB 302-304,C-shared-slot,38,single video,UFPvnpFyMjI,House Commerce and Consumer Affairs (03/13/2024),09:57:52,0:02:08,https://www.youtube.com/watch?v=UFPvnpFyMjI&t=0s,,,,
HB1095,H,Executive Departments and Administration,executive session,2024-03-13,10:00,LOB 306-308,C-shared-slot,16,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB1102,H,Environment and Agriculture,executive session,2024-03-13,10:00,LOB 301-303,C-shared-slot,6,single video,gBv4nWegc-8,House Environment and Agriculture (03/13/2024),09:59:02,0:00:58,https://www.youtube.com/watch?v=gBv4nWegc-8&t=0s,,,,
HB1129,H,Commerce and Consumer Affairs,executive session,2024-03-13,10:00,LOB 302-304,C-shared-slot,38,single video,UFPvnpFyMjI,House Commerce and Consumer Affairs (03/13/2024),09:57:52,0:02:08,https://www.youtube.com/watch?v=UFPvnpFyMjI&t=0s,,,,
HB1131,H,Executive Departments and Administration,executive session,2024-03-13,10:00,LOB 306-308,C-shared-slot,16,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB1135,H,Commerce and Consumer Affairs,executive session,2024-03-13,10:00,LOB 302-304,C-shared-slot,38,single video,UFPvnpFyMjI,House Commerce and Consumer Affairs (03/13/2024),09:57:52,0:02:08,https://www.youtube.com/watch?v=UFPvnpFyMjI&t=0s,,,,
HB1151,H,Commerce and Consumer Affairs,executive session,2024-03-13,10:00,LOB 302-304,C-shared-slot,38,single video,UFPvnpFyMjI,House Commerce and Consumer Affairs (03/13/2024),09:57:52,0:02:08,https://www.youtube.com/watch?v=UFPvnpFyMjI&t=0s,,,,
HB1155,H,Commerce and Consumer Affairs,executive session,2024-03-13,10:00,LOB 302-304,C-shared-slot,38,single video,UFPvnpFyMjI,House Commerce and Consumer Affairs (03/13/2024),09:57:52,0:02:08,https://www.youtube.com/watch?v=UFPvnpFyMjI&t=0s,,,,
HB1172,H,Commerce and Consumer Affairs,executive session,2024-03-13,10:00,LOB 302-304,C-shared-slot,38,single video,UFPvnpFyMjI,House Commerce and Consumer Affairs (03/13/2024),09:57:52,0:02:08,https://www.youtube.com/watch?v=UFPvnpFyMjI&t=0s,,,,
HB1173,H,Environment and Agriculture,executive session,2024-03-13,10:00,LOB 301-303,C-shared-slot,6,single video,gBv4nWegc-8,House Environment and Agriculture (03/13/2024),09:59:02,0:00:58,https://www.youtube.com/watch?v=gBv4nWegc-8&t=0s,,,,
HB1183,H,Commerce and Consumer Affairs,executive session,2024-03-13,10:00,LOB 302-304,C-shared-slot,38,single video,UFPvnpFyMjI,House Commerce and Consumer Affairs (03/13/2024),09:57:52,0:02:08,https://www.youtube.com/watch?v=UFPvnpFyMjI&t=0s,,,,
HB1188,H,Executive Departments and Administration,executive session,2024-03-13,10:00,LOB 306-308,C-shared-slot,16,2 videos that day - pick manually,,,,,,House Executive Departments and Administration (03/13/2024) | Senate Executive Departments and Administration (03/13/2024),,,
HB1195,H,Education,executive session,2024-03-13,10:00,LOB 205-207,C-shared-slot,6,single video,NgFMsR3zWfI,House Education (03/13/2024),09:57:56,0:02:04,https://www.youtube.com/watch?v=NgFMsR3zWfI&t=0s,,,,
HB1221,H,Environment and Agriculture,executive session,2024-03-13,10:00,LOB 301-303,C-shared-slot,6,single video,gBv4nWegc-8,House Environment and Agriculture (03/13/2024),09:59:02,0:00:58,https://www.youtube.com/watch?v=gBv4nWegc-8&t=0s,,,,
HB1224,H,Commerce and Consumer Affairs,executive session,2024-03-13,10:00,LOB 302-304,C-shared-slot,38,single video,UFPvnpFyMjI,House Commerce and Consumer Affairs (03/13/2024),09:57:52,0:02:08,https://www.youtube.com/watch?v=UFPvnpFyMjI&t=0s,,,,
